id,posted_time,funded_time,lender_count
1011907,2016-01-21 13:21:03+00:00,2016-01-24 17:02:12+00:00,15
1112515,2016-07-07 03:32:54+00:00,2016-07-13 21:15:26+00:00,1
1030932,2016-02-29 16:18:50+00:00,2016-03-19 10:23:10+00:00,29
785823,2014-10-20 10:50:42+00:00,2014-10-24 18:21:22+00:00,10
844567,2015-02-21 17:27:06+00:00,2015-02-25 20:33:39+00:00,9
836026,2015-02-04 11:12:29+00:00,2015-03-05 02:10:10+00:00,24
911846,2015-07-02 07:34:38+00:00,2015-07-05 22:30:07+00:00,3
1275721,2017-04-07 19:00:37+00:00,2017-04-18 00:25:25+00:00,9
1334446,2017-07-06 02:34:29+00:00,,2
1289967,2017-05-01 06:56:08+00:00,2017-06-19 23:22:18+00:00,15
1135700,2016-08-19 07:36:00+00:00,2016-08-31 13:13:51+00:00,7
885877,2015-05-15 03:59:13+00:00,2015-05-19 01:27:18+00:00,11
874573,2015-04-23 08:14:41+00:00,2015-04-30 01:05:31+00:00,15
1234059,2017-02-08 03:28:05+00:00,2017-02-10 06:31:09+00:00,4
691282,2014-03-31 08:06:48+00:00,2014-04-09 09:17:11+00:00,15
934624,2015-08-19 07:31:36+00:00,2015-08-22 13:50:41+00:00,4
1077518,2016-05-27 22:52:25+00:00,2016-06-21 23:15:07+00:00,17
845880,2015-02-24 10:37:24+00:00,2015-03-03 10:21:25+00:00,22
665809,2014-02-05 12:50:49+00:00,,48
880837,2015-05-06 09:38:15+00:00,2015-05-29 17:30:23+00:00,8
1320130,2017-06-15 03:31:12+00:00,2017-06-23 21:22:18+00:00,21
1294615,2017-05-09 06:46:06+00:00,2017-05-13 21:01:01+00:00,8
1271678,2017-03-31 21:37:57+00:00,2017-05-01 17:28:15+00:00,39
1171313,2016-10-20 08:03:33+00:00,,13
1118832,2016-07-19 08:31:38+00:00,2016-07-28 03:09:32+00:00,8
747027,2014-07-30 15:41:39+00:00,2014-09-10 03:04:42+00:00,12
734399,2014-07-03 22:07:22+00:00,,4
788343,2014-10-24 04:07:16+00:00,2014-11-25 15:02:38+00:00,35
1000265,2015-12-24 16:20:55+00:00,2015-12-26 00:12:22+00:00,19
1039941,2016-03-17 04:29:33+00:00,2016-03-27 07:01:00+00:00,15
720261,2014-06-04 17:23:06+00:00,,21
1008650,2016-01-15 06:26:48+00:00,2016-02-12 15:30:09+00:00,15
710389,2014-05-15 06:07:44+00:00,2014-05-23 15:22:05+00:00,15
782169,2014-10-13 09:52:24+00:00,2014-10-25 21:27:38+00:00,132
1198896,2016-12-06 02:10:01+00:00,2016-12-11 11:43:44+00:00,1
1255155,2017-03-12 00:13:14+00:00,2017-03-12 00:24:04+00:00,1
699537,2014-04-19 03:35:31+00:00,2014-04-28 18:47:37+00:00,8
1066703,2016-05-10 16:19:08+00:00,2016-05-20 19:20:20+00:00,1
712052,2014-05-19 13:39:49+00:00,2014-05-22 02:11:55+00:00,4
738622,2014-07-14 16:37:08+00:00,2014-07-20 01:04:19+00:00,8
1266672,2017-03-25 16:05:12+00:00,2017-04-19 20:30:59+00:00,9
992890,2015-12-10 08:38:12+00:00,2015-12-17 17:47:54+00:00,21
1047089,2016-03-31 03:21:16+00:00,2016-04-20 10:23:05+00:00,8
800090,2014-11-18 06:54:51+00:00,2014-12-20 22:28:04+00:00,12
1026838,2016-02-22 13:37:46+00:00,2016-03-26 14:10:52+00:00,56
1057581,2016-04-20 20:06:00+00:00,2016-04-28 18:34:54+00:00,24
872620,2015-04-20 23:25:43+00:00,2015-04-27 20:15:37+00:00,24
1122692,2016-07-25 09:10:01+00:00,2016-08-02 20:23:52+00:00,1
716684,2014-05-27 12:21:45+00:00,2014-06-12 15:55:53+00:00,23
685038,2014-03-18 04:39:19+00:00,2014-03-19 17:20:36+00:00,9
1200060,2016-12-07 12:01:25+00:00,2016-12-21 11:55:28+00:00,37
864237,2015-03-31 05:46:47+00:00,2015-04-06 02:42:30+00:00,6
720407,2014-06-05 02:58:53+00:00,2014-06-22 08:15:53+00:00,9
892959,2015-05-27 14:40:52+00:00,2015-06-07 10:46:30+00:00,8
1014679,2016-01-27 14:25:14+00:00,2016-02-04 05:20:11+00:00,26
703476,2014-04-28 10:34:45+00:00,2014-05-06 16:11:37+00:00,49
910350,2015-06-29 16:57:24+00:00,2015-07-17 17:51:07+00:00,13
1012743,2016-01-23 15:07:24+00:00,2016-02-25 06:43:44+00:00,23
776076,2014-09-29 03:40:07+00:00,2014-10-26 23:42:00+00:00,11
687684,2014-03-22 17:14:34+00:00,2014-04-26 03:31:53+00:00,13
1291491,2017-05-03 09:50:04+00:00,2017-05-09 01:56:44+00:00,5
794099,2014-11-05 08:19:56+00:00,2014-11-17 12:25:42+00:00,27
760195,2014-08-26 12:18:53+00:00,2014-09-04 14:10:56+00:00,27
1120338,2016-07-21 02:54:32+00:00,2016-08-25 19:45:14+00:00,31
1099692,2016-06-14 23:26:26+00:00,2016-06-20 11:20:19+00:00,1
910186,2015-06-29 09:50:42+00:00,2015-07-04 14:18:32+00:00,9
1109157,2016-06-30 03:32:17+00:00,2016-07-24 15:33:26+00:00,7
1110025,2016-07-01 01:52:11+00:00,2016-07-05 12:01:46+00:00,12
1014735,2016-01-27 15:13:09+00:00,2016-02-10 22:34:01+00:00,22
654528,2014-01-07 07:12:30+00:00,2014-01-07 18:05:48+00:00,20
875293,2015-04-24 06:31:46+00:00,2015-05-06 15:32:48+00:00,9
873513,2015-04-22 06:21:35+00:00,2015-04-29 02:08:42+00:00,13
1150781,2016-09-15 07:21:59+00:00,2016-09-18 16:19:49+00:00,7
1176818,2016-10-28 15:15:55+00:00,2016-11-29 14:11:10+00:00,50
1273253,2017-04-04 19:09:21+00:00,2017-04-08 21:28:53+00:00,7
661225,2014-01-24 03:45:44+00:00,2014-01-24 19:04:12+00:00,7
1127863,2016-08-02 23:38:12+00:00,2016-08-19 18:00:45+00:00,21
1164805,2016-10-08 01:07:45+00:00,2016-10-12 16:09:14+00:00,42
992715,2015-12-10 02:57:55+00:00,2016-01-12 03:08:44+00:00,67
1144316,2016-09-02 06:45:56+00:00,2016-10-12 18:01:03+00:00,19
681684,2014-03-11 08:46:30+00:00,2014-03-18 18:35:21+00:00,25
1147440,2016-09-08 08:12:39+00:00,2016-09-19 13:38:32+00:00,28
1174017,2016-10-25 07:01:46+00:00,,15
841291,2015-02-16 08:33:34+00:00,2015-02-18 22:17:21+00:00,5
1248563,2017-03-01 09:04:40+00:00,2017-03-20 19:54:27+00:00,17
1282817,2017-04-20 21:27:15+00:00,2017-04-22 11:20:43+00:00,6
1258181,2017-03-15 15:12:46+00:00,2017-03-18 20:35:53+00:00,4
844308,2015-02-20 15:10:43+00:00,2015-02-23 08:37:31+00:00,13
1076096,2016-05-26 10:56:24+00:00,2016-06-29 21:50:46+00:00,6
717593,2014-05-28 17:54:48+00:00,,6
1266691,2017-03-25 18:02:26+00:00,2017-04-27 15:37:43+00:00,12
947362,2015-09-14 14:28:26+00:00,2015-09-17 15:39:32+00:00,13
1244537,2017-02-23 06:16:39+00:00,2017-03-08 16:32:57+00:00,7
1051839,2016-04-09 07:37:52+00:00,2016-04-13 19:01:52+00:00,6
974191,2015-11-05 15:08:53+00:00,2015-12-09 20:17:52+00:00,12
1240213,2017-02-17 01:40:14+00:00,2017-02-19 13:56:19+00:00,8
996653,2015-12-17 18:42:23+00:00,2015-12-21 06:41:31+00:00,17
1056782,2016-04-19 17:24:17+00:00,2016-04-26 03:38:43+00:00,11
1155783,2016-09-22 14:31:56+00:00,2016-10-12 12:49:50+00:00,12
881829,2015-05-08 05:19:08+00:00,2015-05-17 22:46:55+00:00,23
1164638,2016-10-07 15:54:11+00:00,2016-10-24 02:31:57+00:00,95
825226,2015-01-08 07:05:49+00:00,2015-01-09 20:41:43+00:00,5
1323532,2017-06-20 08:15:52+00:00,,2
803317,2014-11-22 03:40:25+00:00,2014-11-27 00:27:25+00:00,1
828390,2015-01-15 12:06:22+00:00,2015-01-17 17:11:40+00:00,22
854558,2015-03-12 15:44:09+00:00,2015-03-29 04:24:12+00:00,123
1291752,2017-05-03 23:33:45+00:00,2017-05-17 16:02:01+00:00,3
1224917,2017-01-23 08:19:03+00:00,2017-02-13 22:10:31+00:00,12
1019844,2016-02-09 06:08:18+00:00,2016-03-09 05:39:32+00:00,17
807935,2014-11-28 20:29:50+00:00,2015-01-27 16:01:29+00:00,24
1148659,2016-09-10 08:15:25+00:00,2016-10-18 00:04:42+00:00,9
758760,2014-08-22 15:30:12+00:00,2014-08-30 16:32:03+00:00,19
1211387,2016-12-27 19:56:12+00:00,,8
819659,2014-12-23 09:08:38+00:00,2015-02-17 23:01:59+00:00,42
1092144,2016-05-31 08:32:01+00:00,2016-06-05 04:47:49+00:00,1
1060967,2016-04-26 11:38:14+00:00,2016-05-09 04:09:38+00:00,25
670317,2014-02-14 21:34:57+00:00,2014-02-17 02:55:31+00:00,5
695475,2014-04-09 08:57:13+00:00,2014-04-17 20:01:44+00:00,2
1043087,2016-03-23 08:19:18+00:00,2016-04-25 14:35:49+00:00,20
862957,2015-03-27 16:57:00+00:00,,10
1128827,2016-08-04 06:57:13+00:00,2016-08-15 23:24:17+00:00,4
946723,2015-09-13 06:11:54+00:00,2015-10-02 15:57:31+00:00,14
1210769,2016-12-27 01:39:50+00:00,2016-12-29 17:46:37+00:00,19
991425,2015-12-08 05:23:48+00:00,2015-12-31 21:04:52+00:00,20
1223473,2017-01-20 03:19:36+00:00,2017-01-22 07:15:04+00:00,48
1085173,2014-11-03 06:29:00+00:00,2015-07-13 21:22:42+00:00,10
1146399,2016-09-06 12:26:18+00:00,2016-10-05 06:45:26+00:00,33
1048704,2016-04-04 02:08:02+00:00,2016-04-08 08:44:02+00:00,25
1220195,2017-01-13 16:50:27+00:00,2017-01-30 17:00:10+00:00,41
1216859,2017-01-06 23:33:23+00:00,,31
992449,2015-12-09 15:24:56+00:00,2016-01-12 18:09:11+00:00,46
922643,2015-07-24 11:53:25+00:00,2015-08-23 19:55:27+00:00,17
1109011,2016-06-28 18:34:10+00:00,2016-08-09 02:36:11+00:00,88
987463,2015-11-30 00:37:30+00:00,2015-12-04 11:42:53+00:00,32
1276917,2017-04-10 14:03:41+00:00,,9
1176675,2016-10-28 09:35:17+00:00,2016-11-27 19:20:26+00:00,58
1295942,2017-05-11 03:33:02+00:00,2017-05-22 00:07:35+00:00,29
1082758,2014-08-22 11:20:45+00:00,2014-09-07 13:59:35+00:00,9
1193646,2016-11-26 03:17:22+00:00,2016-12-04 20:41:23+00:00,9
1118184,2016-07-18 11:25:14+00:00,2016-07-27 15:08:46+00:00,12
1031076,2016-02-29 21:58:40+00:00,2016-03-04 16:55:55+00:00,6
1222254,2017-01-18 13:46:41+00:00,2017-01-22 14:38:05+00:00,11
831951,2015-01-23 23:10:40+00:00,2015-01-28 19:01:50+00:00,22
1319374,2017-06-14 06:02:28+00:00,2017-06-24 14:50:12+00:00,18
1258259,2017-03-15 17:44:47+00:00,2017-03-22 18:36:00+00:00,9
1200585,2016-12-08 05:11:22+00:00,2016-12-16 20:21:18+00:00,8
1309803,2017-05-30 07:06:51+00:00,2017-06-13 08:33:40+00:00,14
708219,2014-05-09 17:29:46+00:00,2014-06-18 14:23:33+00:00,18
1150825,2016-09-15 07:52:36+00:00,2016-10-08 22:51:08+00:00,9
1313884,2017-06-06 01:20:04+00:00,2017-06-18 14:01:13+00:00,2
855861,2015-03-16 10:46:35+00:00,2015-03-21 08:04:19+00:00,4
1221644,2017-01-17 14:07:22+00:00,,41
1242386,2017-02-20 12:45:56+00:00,2017-02-26 06:18:39+00:00,1
1107757,2016-06-28 08:46:18+00:00,2016-07-04 15:25:23+00:00,1
680841,2014-03-07 21:55:05+00:00,2014-03-10 21:33:01+00:00,27
815161,2014-12-15 22:24:09+00:00,2015-01-22 17:01:45+00:00,16
1242501,2017-02-20 16:38:38+00:00,2017-03-08 13:46:26+00:00,45
848685,2015-03-01 01:51:33+00:00,2015-03-25 02:44:04+00:00,10
686932,2014-03-21 00:50:29+00:00,2014-03-24 00:12:03+00:00,12
834141,2015-01-29 12:42:42+00:00,2015-02-06 23:51:39+00:00,28
729573,2014-06-24 02:07:56+00:00,2014-07-11 15:40:07+00:00,16
1043258,2016-03-23 11:23:06+00:00,2016-03-28 17:33:08+00:00,13
1061620,2016-04-27 10:18:07+00:00,2016-05-25 19:01:35+00:00,35
686054,2014-03-19 13:24:32+00:00,2014-04-17 01:54:23+00:00,83
664076,2014-01-30 15:59:23+00:00,2014-02-02 20:36:36+00:00,40
1218525,2017-01-11 06:15:19+00:00,2017-01-11 11:15:12+00:00,1
1245662,2017-02-24 09:47:57+00:00,2017-03-10 01:40:31+00:00,20
921335,2015-07-22 09:05:54+00:00,2015-08-18 14:58:03+00:00,50
1072433,2016-05-20 09:12:18+00:00,2016-05-25 13:37:54+00:00,4
817626,2014-12-18 16:58:49+00:00,2014-12-24 17:11:57+00:00,20
826845,2015-01-12 07:39:34+00:00,2015-01-17 18:14:25+00:00,29
913894,2015-07-07 04:34:15+00:00,2015-07-10 15:57:16+00:00,13
1171767,2016-10-21 03:24:47+00:00,2016-11-09 15:36:54+00:00,59
661841,2014-01-25 17:24:07+00:00,2014-01-28 14:31:55+00:00,15
998149,2015-12-21 07:53:40+00:00,2015-12-23 15:36:43+00:00,17
1044679,2016-03-28 03:19:50+00:00,2016-04-04 13:43:00+00:00,9
1112184,2016-07-06 11:34:37+00:00,2016-07-19 03:00:18+00:00,16
677025,2014-02-26 14:09:05+00:00,2014-03-04 19:44:25+00:00,8
903277,2015-06-17 09:29:19+00:00,2015-07-20 16:36:06+00:00,11
857106,2015-03-18 02:51:04+00:00,2015-03-24 09:35:02+00:00,11
933812,2015-08-18 06:31:02+00:00,2015-08-25 12:46:21+00:00,23
1237483,2017-02-14 02:09:08+00:00,2017-02-17 06:47:32+00:00,7
842942,2015-02-18 11:59:05+00:00,2015-03-23 00:43:12+00:00,20
1223848,2017-01-20 12:02:12+00:00,2017-01-27 05:11:28+00:00,5
853459,2015-03-11 06:45:31+00:00,2015-04-12 15:32:32+00:00,18
1008441,2016-01-14 20:27:25+00:00,2016-02-13 22:28:41+00:00,37
656492,2014-01-13 03:54:20+00:00,2014-01-19 19:36:47+00:00,49
1095436,2016-06-06 07:54:32+00:00,2016-06-13 18:50:38+00:00,5
1242850,2017-02-21 05:57:24+00:00,2017-03-09 06:00:38+00:00,11
999867,2015-12-23 22:19:08+00:00,2016-01-20 15:36:53+00:00,44
892034,2015-05-26 09:38:24+00:00,2015-06-23 17:34:15+00:00,10
683429,2014-03-13 22:49:28+00:00,2014-03-21 00:28:53+00:00,38
1058765,2016-04-22 06:40:17+00:00,2016-04-27 13:30:23+00:00,8
1037130,2016-03-11 09:30:28+00:00,2016-03-15 02:14:42+00:00,7
835686,2015-02-03 16:36:54+00:00,2015-02-20 15:55:06+00:00,25
683384,2014-03-13 20:36:15+00:00,2014-03-20 19:14:02+00:00,1
996652,2015-12-17 18:41:43+00:00,2015-12-27 20:16:55+00:00,15
675636,2014-02-24 12:17:23+00:00,2014-02-26 19:36:00+00:00,8
687187,2014-03-21 10:08:24+00:00,2014-03-24 03:45:27+00:00,5
970541,2015-10-28 17:30:27+00:00,2015-11-10 21:53:50+00:00,6
1315553,2017-06-07 11:45:10+00:00,,1
1227755,2017-01-26 16:01:08+00:00,2017-02-12 14:58:48+00:00,18
672883,2014-02-19 13:28:08+00:00,2014-02-22 17:20:36+00:00,32
745140,2014-07-25 13:42:12+00:00,2014-07-29 13:12:56+00:00,19
660650,2014-01-22 21:25:19+00:00,2014-01-24 09:44:36+00:00,10
932516,2015-08-14 14:23:27+00:00,2015-09-14 15:03:49+00:00,25
1330113,2017-06-30 02:41:28+00:00,,0
915631,2015-07-10 07:47:12+00:00,2015-08-10 20:34:08+00:00,30
1083655,2014-09-21 12:48:36+00:00,2014-10-04 04:08:47+00:00,6
1218991,2017-01-12 04:45:20+00:00,,34
974844,2015-11-06 21:14:15+00:00,2015-12-13 00:22:10+00:00,12
931710,2015-08-13 07:22:35+00:00,2015-08-14 21:35:36+00:00,1
821240,2014-12-27 15:47:51+00:00,,12
916004,2015-07-11 04:02:20+00:00,2015-08-13 19:39:04+00:00,92
1313128,2017-06-05 05:22:30+00:00,2017-06-13 21:08:18+00:00,5
863383,2015-03-29 06:32:26+00:00,2015-04-23 13:59:00+00:00,19
1138059,2016-08-23 11:14:22+00:00,2016-09-15 05:24:02+00:00,45
755062,2014-08-15 15:39:25+00:00,2014-09-20 23:50:05+00:00,25
991507,2015-12-08 06:52:20+00:00,2016-01-12 22:10:28+00:00,37
702537,2014-04-25 09:58:46+00:00,,11
853726,2015-03-11 13:23:36+00:00,,16
866154,2015-04-06 03:51:41+00:00,2015-05-08 02:02:32+00:00,36
1263932,2017-03-22 10:05:51+00:00,2017-03-28 05:28:51+00:00,5
1019388,2016-02-08 10:49:52+00:00,2016-03-09 07:46:45+00:00,79
1310313,2017-05-30 14:58:24+00:00,2017-06-18 14:42:45+00:00,11
1139254,2016-08-25 03:03:25+00:00,2016-09-09 17:15:49+00:00,36
750616,2014-08-06 22:06:23+00:00,2014-08-13 06:25:39+00:00,68
1173492,2016-10-24 17:40:33+00:00,2016-11-22 01:50:13+00:00,50
1233693,2017-02-07 12:13:52+00:00,2017-02-21 12:19:41+00:00,19
1117761,2016-07-18 05:59:46+00:00,2016-07-26 04:14:50+00:00,4
792237,2014-10-31 04:15:19+00:00,2014-11-07 01:16:03+00:00,13
893623,2015-05-28 12:16:58+00:00,2015-06-25 21:17:20+00:00,8
717994,2014-05-29 13:47:39+00:00,2014-06-18 21:40:24+00:00,3
701157,2014-04-23 08:59:20+00:00,2014-04-25 15:58:13+00:00,11
1291715,2017-05-03 17:33:38+00:00,2017-05-17 16:12:10+00:00,9
882563,2015-05-10 10:21:08+00:00,2015-05-14 20:13:02+00:00,27
1014477,2016-01-27 07:54:09+00:00,2016-01-28 10:21:42+00:00,9
883337,2015-05-11 17:36:36+00:00,2015-05-27 21:39:51+00:00,15
1227215,2017-01-26 03:53:47+00:00,2017-01-27 02:33:44+00:00,3
811640,2014-12-08 07:30:15+00:00,2014-12-22 11:30:10+00:00,21
764751,2014-09-06 06:10:54+00:00,2014-09-27 13:05:25+00:00,35
706447,2014-05-06 21:59:49+00:00,2014-06-10 20:16:10+00:00,26
837419,2015-02-07 11:14:02+00:00,2015-02-23 15:26:28+00:00,10
1072020,2016-05-19 17:35:27+00:00,2016-05-31 20:29:21+00:00,8
1297174,2017-05-12 10:07:15+00:00,2017-05-23 00:56:57+00:00,33
951870,2015-09-22 19:13:32+00:00,2015-10-23 21:26:52+00:00,29
847989,2015-02-27 10:49:33+00:00,2015-03-23 18:17:06+00:00,17
909640,2015-06-27 18:22:19+00:00,2015-08-12 00:13:22+00:00,17
1332982,2017-07-04 11:43:22+00:00,2017-07-12 11:15:04+00:00,2
990422,2015-12-05 14:10:28+00:00,2015-12-10 11:25:40+00:00,17
1037171,2016-03-11 09:57:47+00:00,2016-03-22 15:05:16+00:00,18
913297,2015-07-06 04:27:31+00:00,2015-07-23 22:15:32+00:00,38
958315,2015-10-06 03:40:51+00:00,2015-10-18 14:16:43+00:00,8
1319452,2017-06-14 07:39:31+00:00,2017-06-22 19:50:29+00:00,7
1163818,2016-10-06 11:59:12+00:00,2016-10-12 14:15:02+00:00,8
712906,2014-05-20 12:37:17+00:00,2014-05-24 01:33:39+00:00,36
892417,2015-05-27 01:55:59+00:00,2015-06-17 11:54:38+00:00,3
1317230,2017-06-09 15:50:00+00:00,2017-06-22 14:56:59+00:00,61
740544,2014-07-17 16:44:54+00:00,2014-08-22 20:31:12+00:00,18
1015333,2016-01-28 10:42:21+00:00,2016-02-08 14:55:41+00:00,47
969058,2015-10-26 09:45:51+00:00,2015-11-17 16:16:34+00:00,48
1209942,2016-12-23 16:42:07+00:00,2016-12-24 16:17:09+00:00,4
1013308,2016-01-25 08:10:04+00:00,2016-01-28 03:33:28+00:00,7
846413,2015-02-25 07:03:22+00:00,2015-03-02 14:43:09+00:00,16
916569,2015-07-13 20:14:27+00:00,2015-07-27 15:01:17+00:00,13
1252329,2017-03-07 16:15:49+00:00,2017-03-17 14:48:29+00:00,3
1266973,2017-03-27 02:14:10+00:00,2017-03-31 23:15:11+00:00,1
1296411,2017-05-11 11:42:18+00:00,2017-06-14 11:09:19+00:00,39
913508,2015-07-06 08:15:38+00:00,,19
786807,2014-10-21 17:35:12+00:00,2014-12-03 00:22:21+00:00,32
1025775,2016-02-19 11:13:16+00:00,2016-03-09 04:30:25+00:00,50
1222922,2017-01-19 09:33:14+00:00,2017-01-22 12:50:50+00:00,37
1075185,2016-05-25 10:55:12+00:00,,3
1266420,2017-03-24 21:46:10+00:00,2017-04-27 16:29:43+00:00,47
1164433,2016-10-07 11:54:36+00:00,2016-10-14 05:33:53+00:00,2
795621,2014-11-07 17:47:26+00:00,2014-11-12 22:46:49+00:00,18
761310,2014-08-28 07:07:58+00:00,,29
686797,2014-03-20 16:36:27+00:00,2014-03-27 08:58:15+00:00,13
708310,2014-05-10 06:02:06+00:00,2014-05-13 08:58:39+00:00,4
1141241,2016-08-28 03:54:33+00:00,2016-09-27 08:20:07+00:00,4
1202693,2016-12-13 09:32:38+00:00,2016-12-18 13:18:08+00:00,6
1254430,2017-03-10 09:47:00+00:00,2017-03-10 10:40:16+00:00,2
1258613,2017-03-16 04:06:19+00:00,2017-03-28 09:23:11+00:00,30
673369,2014-02-20 06:11:39+00:00,2014-03-06 05:14:00+00:00,7
1262900,2017-03-21 13:26:49+00:00,2017-03-27 16:00:15+00:00,11
1095596,2016-06-06 12:29:53+00:00,2016-06-18 19:42:05+00:00,9
1295546,2017-05-10 08:56:40+00:00,2017-05-15 04:19:41+00:00,6
1308760,2017-05-29 07:20:12+00:00,2017-06-06 13:09:40+00:00,1
660988,2014-01-23 12:05:03+00:00,2014-01-24 03:21:30+00:00,9
912015,2015-07-02 09:54:32+00:00,2015-07-11 01:42:15+00:00,12
1104089,2016-06-22 09:17:08+00:00,2016-06-29 13:27:14+00:00,4
900010,2015-06-11 04:33:43+00:00,2015-06-18 06:44:37+00:00,27
1092324,2016-05-31 12:28:03+00:00,2016-06-13 18:00:10+00:00,4
681483,2014-03-11 02:21:56+00:00,2014-03-11 10:42:27+00:00,13
766960,2014-09-11 07:34:12+00:00,2014-10-12 00:07:49+00:00,49
1140646,2016-08-26 14:44:12+00:00,2016-09-06 15:35:17+00:00,1
1292322,2017-05-04 07:51:53+00:00,2017-05-14 15:22:27+00:00,5
1184197,2016-11-14 04:45:49+00:00,2016-12-19 13:49:53+00:00,18
1110368,2016-07-01 12:49:24+00:00,,3
728710,2014-06-21 16:10:04+00:00,2014-06-27 22:04:09+00:00,1
1112722,2016-07-07 08:48:46+00:00,2016-07-17 07:44:37+00:00,15
662411,2014-01-27 14:55:28+00:00,2014-02-03 00:26:10+00:00,82
1196278,2016-11-30 10:46:51+00:00,2016-12-18 00:32:45+00:00,56
869008,2015-04-13 09:44:09+00:00,2015-04-20 07:02:08+00:00,31
1052246,2016-04-11 07:05:25+00:00,2016-04-15 11:37:01+00:00,34
903733,2015-06-18 05:43:30+00:00,2015-07-05 21:04:25+00:00,10
660339,2014-01-22 07:57:45+00:00,2014-01-23 00:18:07+00:00,29
1055817,2016-04-18 13:05:19+00:00,2016-04-25 21:15:59+00:00,19
1004215,2016-01-05 22:40:18+00:00,2016-01-21 04:12:28+00:00,11
718921,2014-06-01 12:50:14+00:00,,22
659397,2014-01-20 11:43:32+00:00,2014-01-20 22:45:50+00:00,16
1081638,2014-06-04 14:40:52+00:00,2014-06-27 00:17:04+00:00,2
1161640,2016-10-03 06:56:37+00:00,2016-10-07 11:12:47+00:00,32
975377,2015-11-09 07:15:17+00:00,2015-12-08 18:26:28+00:00,18
1271325,2017-03-31 10:27:08+00:00,2017-05-01 14:33:12+00:00,9
1109193,2016-06-30 05:07:06+00:00,2016-07-20 07:18:33+00:00,13
1159810,2016-09-28 17:19:57+00:00,,8
1142129,2016-08-30 03:09:03+00:00,2016-10-05 21:11:43+00:00,13
881328,2015-05-07 08:40:05+00:00,2015-05-09 01:03:47+00:00,11
895424,2015-06-02 06:15:52+00:00,2015-07-01 13:25:04+00:00,14
1285853,2017-04-25 13:53:28+00:00,2017-05-01 20:40:27+00:00,35
884438,2015-05-13 07:27:08+00:00,2015-06-17 03:36:20+00:00,20
674576,2014-02-21 14:29:31+00:00,2014-02-27 00:51:05+00:00,21
1130877,2016-08-09 16:48:52+00:00,2016-09-08 15:19:31+00:00,38
1004399,2016-01-06 07:01:18+00:00,2016-01-06 22:20:34+00:00,10
1025644,2016-02-19 09:05:09+00:00,2016-02-25 16:04:13+00:00,12
1014421,2016-01-27 07:10:59+00:00,2016-01-29 00:42:07+00:00,22
813398,2014-12-11 11:36:45+00:00,2014-12-16 21:20:58+00:00,17
901618,2015-06-15 07:13:16+00:00,2015-06-17 23:09:22+00:00,8
1118848,2016-07-19 08:43:46+00:00,2016-08-24 15:31:55+00:00,50
872928,2015-04-21 07:32:03+00:00,2015-05-01 22:34:52+00:00,18
726469,2014-06-17 16:53:08+00:00,2014-06-25 14:53:23+00:00,127
1299646,2017-05-17 02:31:08+00:00,2017-05-22 19:26:35+00:00,2
1082544,2014-08-13 11:19:56+00:00,2014-08-18 01:48:58+00:00,13
1016606,2016-02-01 06:10:46+00:00,2016-03-01 17:05:09+00:00,16
693511,2014-04-04 09:32:01+00:00,2014-04-29 14:39:27+00:00,56
1302916,2017-05-22 04:10:53+00:00,2017-05-28 01:56:43+00:00,4
1295015,2017-05-09 13:32:02+00:00,2017-05-14 21:29:08+00:00,1
720756,2014-06-05 14:41:12+00:00,,11
1240284,2017-02-17 03:10:30+00:00,2017-02-22 23:44:06+00:00,2
1199285,2016-12-06 10:10:12+00:00,2016-12-14 19:05:58+00:00,25
827829,2015-01-14 08:37:08+00:00,2015-01-16 17:18:26+00:00,13
1210243,2016-12-26 02:05:14+00:00,2016-12-27 01:54:26+00:00,7
884740,2015-05-13 13:12:59+00:00,2015-05-25 11:14:06+00:00,10
1327832,2017-06-27 03:55:09+00:00,2017-07-06 01:07:02+00:00,4
1119035,2016-07-19 12:54:42+00:00,2016-08-24 18:41:26+00:00,10
1025552,2016-02-19 08:25:07+00:00,2016-03-23 03:31:41+00:00,15
816488,2014-12-17 09:33:29+00:00,2014-12-22 22:22:29+00:00,4
1177867,2016-10-31 15:18:46+00:00,2016-11-21 20:07:09+00:00,11
945017,2015-09-09 02:05:54+00:00,2015-09-10 19:09:17+00:00,7
824196,2015-01-06 03:50:49+00:00,2015-01-06 17:47:38+00:00,13
1037861,2016-03-14 05:18:57+00:00,2016-04-12 20:17:43+00:00,27
736227,2014-07-08 22:06:34+00:00,2014-07-28 03:46:13+00:00,14
1049923,2016-04-06 03:30:36+00:00,2016-04-22 09:24:50+00:00,8
1129183,2016-08-04 14:26:59+00:00,2016-08-12 16:17:22+00:00,29
863388,2015-03-29 06:53:45+00:00,2015-05-02 15:33:53+00:00,42
1016453,2016-02-01 02:02:58+00:00,2016-02-02 01:59:40+00:00,6
707030,2014-05-07 21:05:06+00:00,2014-05-10 23:13:53+00:00,9
1254194,2017-03-10 05:01:04+00:00,2017-03-10 14:05:07+00:00,5
1216950,2017-01-08 07:15:22+00:00,2017-02-06 20:43:26+00:00,51
1113633,2016-07-08 21:17:19+00:00,2016-07-18 16:08:47+00:00,61
1177103,2016-10-30 07:24:43+00:00,2016-11-18 14:08:36+00:00,55
874324,2015-04-23 03:15:15+00:00,2015-05-24 17:55:19+00:00,38
949113,2015-09-17 23:45:38+00:00,2015-09-20 02:17:35+00:00,9
