id,funded_amount,currency,term_in_months
662188,1250.0,KES,14.0
1127806,2700.0,PEN,6.0
661443,825.0,UGX,14.0
1028461,400.0,USD,14.0
1139390,275.0,MZN,18.0
1249091,275.0,PHP,10.0
915532,425.0,PYG,14.0
920106,325.0,USD,14.0
1097498,250.0,IDR,25.0
778419,675.0,PHP,14.0
755279,400.0,KHR,20.0
966672,275.0,HNL,10.0
1086675,575.0,KES,12.0
687522,3700.0,PYG,6.0
846903,2125.0,KGS,14.0
774516,350.0,PHP,8.0
1282525,300.0,PKR,14.0
850907,900.0,USD,26.0
912121,325.0,KES,13.0
1071543,325.0,PHP,8.0
658886,4875.0,PYG,6.0
1060415,800.0,GTQ,14.0
761378,1550.0,RWF,10.0
1000743,650.0,USD,15.0
827377,150.0,KES,14.0
1121074,175.0,XOF,9.0
967112,225.0,PHP,8.0
1124724,525.0,USD,26.0
1280221,1000.0,USD,14.0
1222050,300.0,KES,14.0
1034025,575.0,UAH,26.0
819593,2825.0,USD,6.0
660221,450.0,PHP,5.0
754079,225.0,PHP,37.0
796616,175.0,PHP,14.0
913141,1125.0,PHP,14.0
1032205,150.0,XOF,5.0
1021621,150.0,PHP,8.0
974337,800.0,USD,22.0
874696,1600.0,USD,12.0
889863,500.0,TJS,20.0
795259,950.0,VND,12.0
1035045,200.0,KES,13.0
867957,500.0,KHR,14.0
961437,300.0,PHP,13.0
1211216,4575.0,XOF,8.0
1048765,175.0,KHR,9.0
708625,1125.0,YER,14.0
1099995,200.0,KES,14.0
923507,575.0,WST,14.0
727695,875.0,USD,26.0
847445,275.0,KES,12.0
822544,1400.0,MWK,6.0
907692,200.0,PHP,8.0
1059459,275.0,PHP,8.0
840173,500.0,USD,14.0
1327794,675.0,PYG,15.0
1220776,2900.0,VND,14.0
808329,1250.0,COP,27.0
993629,925.0,VND,25.0
757167,650.0,AZN,14.0
1215745,500.0,KES,14.0
668708,300.0,PHP,11.0
1248291,525.0,MXN,15.0
1016235,450.0,HNL,20.0
1110855,450.0,PHP,7.0
852210,425.0,WST,14.0
1261034,1125.0,IDR,13.0
1139592,1375.0,TZS,14.0
1018597,225.0,PHP,5.0
787378,575.0,UGX,14.0
1092208,350.0,UGX,17.0
994810,325.0,COP,9.0
1142869,300.0,INR,21.0
772134,225.0,PHP,8.0
878045,825.0,KES,20.0
1243091,125.0,KHR,8.0
1055903,1025.0,USD,20.0
752924,350.0,KES,17.0
1128038,450.0,MZN,20.0
960246,250.0,PHP,14.0
1020854,2000.0,USD,25.0
700890,775.0,USD,8.0
1252475,1475.0,IDR,13.0
955583,225.0,PHP,8.0
716845,250.0,USD,14.0
1214130,575.0,EGP,14.0
1180204,300.0,KES,14.0
1333657,400.0,PHP,8.0
672925,1075.0,PEN,15.0
1055691,2150.0,KHR,14.0
661355,375.0,KES,8.0
667644,600.0,KES,14.0
1337043,0.0,USD,20.0
1066956,275.0,PHP,8.0
1246735,625.0,KES,11.0
1218746,725.0,RWF,10.0
1138824,800.0,RWF,7.0
781142,700.0,PHP,13.0
845065,125.0,KES,14.0
824069,850.0,PEN,11.0
860301,500.0,USD,11.0
1195832,225.0,HTG,8.0
1293897,325.0,PHP,7.0
717038,425.0,PHP,8.0
888597,850.0,AMD,20.0
771730,1400.0,XOF,8.0
962876,1425.0,UGX,34.0
902457,275.0,KES,13.0
1240212,375.0,PYG,14.0
941513,250.0,KES,13.0
955734,775.0,XOF,8.0
1057303,1250.0,AMD,26.0
783514,125.0,KES,8.0
1020704,1200.0,USD,15.0
1219344,575.0,UGX,12.0
1136623,175.0,PHP,8.0
897695,175.0,PHP,9.0
871936,400.0,KGS,14.0
916484,600.0,KES,14.0
787892,225.0,PHP,14.0
792629,400.0,USD,14.0
1304898,125.0,KHR,8.0
1303328,325.0,INR,14.0
987907,50.0,GHS,10.0
840366,2000.0,USD,26.0
729089,1650.0,MNT,15.0
1129919,575.0,EGP,14.0
1088650,350.0,KES,9.0
1300424,1550.0,PEN,8.0
1003981,1425.0,JOD,23.0
815244,225.0,PHP,11.0
1145233,225.0,PHP,8.0
1070592,150.0,KHR,14.0
1007734,200.0,KES,14.0
1037826,650.0,PHP,5.0
1321711,50.0,COP,14.0
1058865,175.0,PHP,8.0
724541,250.0,KES,11.0
1279080,675.0,XOF,11.0
862831,525.0,RWF,6.0
1072616,1200.0,PEN,6.0
1307751,600.0,SLL,8.0
1011592,2175.0,USD,30.0
1255429,450.0,VND,14.0
894291,2000.0,COP,27.0
672720,950.0,KES,14.0
1151413,1475.0,KGS,14.0
877157,1575.0,USD,21.0
914812,725.0,NIO,9.0
1113249,225.0,PHP,11.0
910280,550.0,GHS,8.0
709745,300.0,KES,14.0
1003391,500.0,PKR,14.0
1324841,625.0,PEN,8.0
851452,250.0,PHP,8.0
1130552,325.0,PHP,7.0
1255590,600.0,PHP,8.0
1005419,550.0,PHP,8.0
1065115,75.0,USD,14.0
705766,575.0,PKR,14.0
1149374,225.0,PHP,12.0
823985,100.0,USD,14.0
875874,250.0,PHP,14.0
1122513,325.0,MZN,17.0
850230,300.0,PHP,11.0
668488,800.0,NIO,22.0
1066573,500.0,USD,14.0
1325923,175.0,HTG,7.0
904894,600.0,COP,14.0
1106753,150.0,UGX,12.0
717132,325.0,PKR,11.0
1195754,450.0,COP,8.0
816687,550.0,LBP,11.0
1300725,325.0,PHP,11.0
1052202,250.0,KES,8.0
729521,600.0,USD,11.0
857876,1625.0,MXN,6.0
1175755,275.0,TJS,14.0
1033961,350.0,HTG,8.0
967042,300.0,PHP,8.0
941291,475.0,VND,26.0
1211930,2175.0,XOF,7.0
1039430,300.0,KES,8.0
908670,325.0,PHP,8.0
1322337,750.0,IDR,60.0
672007,375.0,LRD,12.0
1272347,450.0,XOF,8.0
1020951,400.0,GTQ,14.0
1300949,250.0,KES,14.0
803038,550.0,LBP,12.0
1260304,8000.0,USD,36.0
953228,475.0,PEN,14.0
1237199,525.0,MGA,14.0
696031,750.0,KHR,14.0
1337778,550.0,USD,14.0
1123295,175.0,PHP,14.0
915078,225.0,PHP,6.0
831822,125.0,KES,14.0
786706,675.0,GTQ,11.0
1126707,275.0,RWF,37.0
803654,550.0,UGX,10.0
1006845,1000.0,KES,20.0
662175,1375.0,KES,14.0
1336957,75.0,USD,12.0
1156529,525.0,PKR,14.0
958375,300.0,KES,14.0
1271810,500.0,KES,13.0
1004280,350.0,PHP,13.0
1320848,550.0,SBD,13.0
1231797,1500.0,USD,15.0
1299776,325.0,PHP,7.0
686299,175.0,PHP,8.0
838564,225.0,COP,12.0
920353,125.0,PHP,8.0
1071743,350.0,PKR,14.0
694215,250.0,PHP,11.0
1001599,650.0,EGP,14.0
795946,2300.0,KGS,14.0
1005333,600.0,PEN,14.0
683374,1050.0,HNL,22.0
1272468,250.0,COP,15.0
1279288,800.0,USD,8.0
686640,2700.0,INR,43.0
1006619,325.0,PHP,14.0
671606,625.0,TJS,14.0
1286498,125.0,KHR,8.0
982306,125.0,NGN,14.0
854992,450.0,KES,14.0
1294708,300.0,PHP,8.0
896575,325.0,PHP,10.0
839868,2350.0,USD,27.0
1048775,200.0,KHR,9.0
764123,400.0,UGX,10.0
1126518,300.0,PHP,8.0
1322285,50.0,WST,14.0
909793,3975.0,PYG,9.0
1115678,1025.0,TJS,20.0
1228723,1500.0,USD,27.0
1022375,1150.0,JOD,21.0
872368,675.0,XOF,7.0
667791,3500.0,KES,11.0
948007,875.0,USD,6.0
706072,1250.0,AMD,14.0
703192,200.0,PHP,8.0
1027228,425.0,PHP,8.0
823993,675.0,PEN,14.0
679497,475.0,KES,13.0
1144195,175.0,PHP,13.0
691592,700.0,USD,14.0
901128,225.0,NGN,20.0
1163721,175.0,KHR,8.0
1306802,250.0,INR,16.0
1200700,375.0,PHP,8.0
1006662,125.0,KHR,8.0
1190732,225.0,PHP,8.0
1248320,275.0,TJS,14.0
917828,700.0,USD,14.0
1271097,125.0,PHP,8.0
867926,425.0,PHP,8.0
915731,650.0,PKR,14.0
1128305,475.0,LBP,14.0
765279,175.0,IDR,14.0
1262118,350.0,PHP,7.0
1091087,10000.0,USD,42.0
951565,1200.0,USD,16.0
1127428,100.0,KHR,8.0
996744,1050.0,BOB,17.0
727971,1800.0,USD,14.0
1075725,125.0,KHR,8.0
1039208,100.0,KES,8.0
826538,475.0,INR,43.0
1155681,675.0,MGA,12.0
1001271,1175.0,BOB,32.0
755330,1175.0,NIO,8.0
1329155,100.0,PHP,8.0
1216837,600.0,HTG,8.0
892329,800.0,USD,20.0
1267849,400.0,USD,8.0
847613,1900.0,GTQ,11.0
947441,500.0,USD,14.0
1224543,100.0,KHR,8.0
1001198,200.0,PHP,11.0
1058125,275.0,PHP,13.0
896452,1725.0,XOF,20.0
1064013,200.0,COP,20.0
677793,900.0,PEN,15.0
941983,275.0,USD,12.0
1184225,225.0,INR,14.0
1276666,1000.0,USD,15.0
1313084,275.0,PHP,14.0
676022,225.0,PHP,8.0
1298708,875.0,EUR,14.0
1002859,900.0,PEN,8.0
824322,275.0,PHP,11.0
1187033,1150.0,GTQ,10.0
1106488,100.0,KHR,8.0
952750,125.0,PHP,10.0
1057589,4475.0,MXN,6.0
984953,800.0,USD,11.0
1074262,600.0,KES,14.0
792814,650.0,KGS,20.0
712718,25.0,INR,43.0
1228481,1125.0,PEN,6.0
1191223,2775.0,RWF,11.0
656461,1000.0,USD,14.0
674092,225.0,PHP,8.0
1288469,400.0,KES,14.0
1210672,325.0,USD,12.0
1048824,825.0,KES,9.0
738556,500.0,USD,8.0
1084638,125.0,KES,3.0
1118808,400.0,PHP,11.0
1043287,200.0,KES,13.0
767203,500.0,XOF,27.0
1194798,5275.0,BOB,14.0
774545,200.0,PHP,26.0
892105,425.0,KES,14.0
1267938,4000.0,PYG,7.0
1066651,1725.0,GHS,37.0
957942,325.0,TJS,14.0
862227,325.0,UGX,9.0
1152184,750.0,KGS,14.0
990660,450.0,PEN,12.0
793195,675.0,PHP,16.0
1002251,650.0,COP,21.0
950359,775.0,IDR,14.0
810745,525.0,PEN,8.0
861063,900.0,KGS,20.0
786480,650.0,MZN,17.0
1269033,1000.0,PHP,8.0
1000769,125.0,PHP,14.0
1061503,600.0,KES,14.0
1000497,775.0,KES,11.0
978734,150.0,NGN,14.0
1336305,0.0,USD,26.0
841842,250.0,PHP,7.0
1137875,75.0,KES,13.0
1039853,475.0,VND,26.0
1009652,1300.0,USD,19.0
1059030,425.0,PHP,14.0
802670,750.0,UGX,12.0
1225883,2975.0,UGX,6.0
1243615,175.0,KHR,8.0
1185790,750.0,USD,28.0
734049,250.0,PHP,8.0
948576,325.0,PHP,12.0
1244305,1400.0,COP,20.0
1106300,825.0,ALL,14.0
786444,175.0,PHP,7.0
1055760,500.0,PKR,14.0
1014432,125.0,PHP,8.0
733804,550.0,PEN,14.0
1208269,50.0,KES,14.0
894580,500.0,USD,14.0
775757,475.0,WST,14.0
1035910,3650.0,PEN,6.0
1041028,500.0,COP,14.0
1262899,125.0,UGX,14.0
1223216,350.0,COP,14.0
693516,3975.0,INR,43.0
953942,425.0,PHP,8.0
713535,1375.0,PHP,8.0
1056094,350.0,PHP,8.0
723582,550.0,COP,14.0
1113631,1275.0,HTG,9.0
1064115,150.0,PHP,14.0
1308859,1100.0,USD,28.0
1105626,5725.0,PHP,6.0
1022145,1300.0,USD,21.0
1074331,300.0,KES,14.0
816501,675.0,KES,14.0
1249626,875.0,LRD,8.0
786192,225.0,PHP,7.0
1034897,650.0,PHP,8.0
979603,275.0,HNL,14.0
809242,2000.0,USD,17.0
1327420,225.0,UGX,14.0
847678,1250.0,NIO,10.0
824474,225.0,USD,14.0
669475,1050.0,XOF,12.0
749106,475.0,PHP,7.0
1026115,225.0,INR,43.0
977860,1075.0,PEN,8.0
1145428,3375.0,VND,20.0
1300015,375.0,LRD,12.0
1004060,200.0,KES,12.0
676933,250.0,KES,14.0
1062305,925.0,GTQ,8.0
922679,3050.0,XOF,8.0
1192338,275.0,TJS,14.0
807401,425.0,PHP,11.0
1274064,500.0,USD,14.0
1062288,475.0,BOB,32.0
826156,500.0,PKR,14.0
1147693,1675.0,MWK,7.0
858593,800.0,USD,14.0
690685,75.0,XOF,8.0
1168107,150.0,TJS,14.0
912040,600.0,PKR,9.0
873486,675.0,PHP,11.0
1327571,1000.0,USD,14.0
730081,400.0,USD,14.0
973722,975.0,COP,21.0
1146606,175.0,PHP,8.0
973727,325.0,COP,15.0
1284427,200.0,KHR,8.0
844410,600.0,NIO,8.0
978428,125.0,NGN,14.0
884262,225.0,PHP,8.0
1143555,200.0,KES,14.0
1122703,2575.0,VND,17.0
972248,400.0,KES,13.0
1208400,225.0,UGX,8.0
845114,1750.0,USD,27.0
1169389,125.0,PHP,8.0
1304523,500.0,KES,14.0
1276570,325.0,PHP,13.0
1318709,325.0,INR,16.0
797445,250.0,PEN,8.0
679961,1125.0,PHP,26.0
1145398,2000.0,USD,39.0
1204033,1075.0,MMK,14.0
1011576,450.0,PKR,13.0
677437,1500.0,USD,68.0
885488,275.0,KES,13.0
1254201,900.0,MMK,13.0
897297,425.0,PHP,7.0
1232272,175.0,KHR,8.0
1072166,400.0,PYG,15.0
695118,150.0,LRD,12.0
1287739,1000.0,EGP,14.0
891372,500.0,USD,14.0
677780,600.0,USD,17.0
947861,100.0,KES,14.0
1036106,100.0,KHR,8.0
733973,350.0,PHP,8.0
702533,475.0,KES,14.0
954041,1075.0,PHP,14.0
673593,150.0,PHP,8.0
1083786,125.0,KES,3.0
1274729,200.0,PHP,7.0
883698,450.0,PKR,14.0
937436,150.0,UGX,6.0
1091359,300.0,KES,14.0
957206,25.0,COP,11.0
711202,525.0,COP,14.0
1338572,75.0,USD,14.0
1262171,175.0,KHR,8.0
1330355,125.0,KHR,8.0
1101058,650.0,XOF,11.0
935555,225.0,PHP,13.0
754469,700.0,NIO,14.0
854886,375.0,XOF,6.0
1208455,900.0,PEN,6.0
907402,4200.0,USD,30.0
1181802,200.0,KES,14.0
1220778,225.0,INR,15.0
973564,675.0,XAF,25.0
656017,575.0,PHP,8.0
1183043,1800.0,VND,20.0
1238128,200.0,PKR,14.0
776865,450.0,PHP,14.0
812038,275.0,PHP,8.0
692297,1075.0,IDR,14.0
1040752,2300.0,TZS,14.0
890999,225.0,PHP,8.0
921119,400.0,PHP,8.0
701210,700.0,KHR,14.0
687659,725.0,PEN,8.0
1196889,300.0,PKR,11.0
1055694,275.0,PHP,11.0
1066181,175.0,TRY,8.0
989476,475.0,PKR,14.0
1167424,350.0,COP,14.0
864384,1000.0,USD,26.0
1144066,0.0,USD,24.0
1299587,450.0,HNL,3.0
1279702,325.0,NGN,22.0
845533,700.0,PKR,11.0
822895,100.0,KES,8.0
937998,325.0,TJS,20.0
787698,3800.0,PYG,6.0
1071692,275.0,MZN,18.0
1148744,400.0,TJS,14.0
1041188,100.0,USD,14.0
954133,225.0,PHP,11.0
1055848,400.0,PYG,14.0
790026,350.0,PHP,11.0
1020123,575.0,EUR,14.0
669504,425.0,XOF,8.0
1077210,3350.0,XOF,6.0
1000941,325.0,IDR,36.0
751774,300.0,USD,14.0
1166410,475.0,VND,26.0
897429,350.0,PHP,8.0
991365,125.0,PHP,8.0
1282601,1075.0,EUR,14.0
1157278,325.0,PHP,8.0
1301769,325.0,PHP,8.0
778336,450.0,PHP,7.0
952700,4425.0,PYG,9.0
840222,800.0,USD,14.0
1112455,250.0,KHR,8.0
1045539,325.0,PHP,8.0
1222287,875.0,UGX,8.0
716339,575.0,PHP,14.0
1267984,125.0,KHR,8.0
1164820,125.0,PHP,7.0
1099167,600.0,PHP,8.0
719435,1500.0,USD,14.0
950312,225.0,PHP,8.0
668620,1175.0,KES,13.0
1282551,325.0,INR,21.0
746597,350.0,PHP,8.0
1254443,450.0,PHP,7.0
667137,350.0,PHP,11.0
831139,725.0,JOD,18.0
1026854,600.0,UGX,10.0
1091710,100.0,USD,6.0
735730,500.0,USD,14.0
709476,800.0,HNL,14.0
692313,2125.0,TZS,5.0
1289425,225.0,HTG,9.0
792414,1000.0,KHR,26.0
1193016,400.0,KES,14.0
1110127,175.0,MGA,9.0
856419,250.0,PHP,7.0
674863,425.0,PHP,8.0
1152337,600.0,WST,14.0
1248317,1100.0,WST,13.0
1245317,1000.0,KHR,14.0
784756,325.0,PHP,10.0
1026996,750.0,USD,20.0
1103347,425.0,INR,43.0
995790,550.0,LBP,11.0
1252760,200.0,KES,11.0
980909,1500.0,USD,38.0
1076764,125.0,XOF,7.0
822776,475.0,GTQ,10.0
774995,1050.0,PEN,8.0
1179608,625.0,PHP,8.0
1266139,1075.0,LSL,11.0
1282924,175.0,KHR,8.0
870442,1250.0,TJS,14.0
1285913,800.0,SLL,8.0
816034,575.0,PHP,8.0
869839,1400.0,VND,11.0
1207153,325.0,XOF,14.0
696480,3550.0,PYG,6.0
1162621,225.0,PHP,8.0
1127295,650.0,PHP,5.0
675791,500.0,USD,14.0
1062156,1900.0,AMD,38.0
742080,250.0,PHP,7.0
798655,450.0,RWF,8.0
1187163,575.0,PKR,14.0
689089,225.0,PHP,7.0
948250,850.0,KHR,14.0
833005,700.0,PHP,8.0
1321405,150.0,SLL,11.0
1322559,425.0,PHP,8.0
1319220,100.0,VND,14.0
893575,1000.0,USD,15.0
973571,2150.0,USD,39.0
1089200,325.0,KES,7.0
1274149,1050.0,COP,38.0
725133,675.0,PHP,8.0
974585,450.0,UGX,11.0
780381,475.0,VND,20.0
1140361,300.0,KES,8.0
673993,125.0,PHP,8.0
928118,800.0,KES,14.0
850429,1100.0,KES,13.0
713763,325.0,USD,11.0
1148321,1625.0,MDL,38.0
760477,300.0,HTG,75.0
767950,550.0,PEN,15.0
928132,400.0,KES,14.0
1099026,775.0,PHP,8.0
1062009,800.0,PHP,14.0
1045326,500.0,KHR,19.0
917971,225.0,PHP,8.0
992489,800.0,USD,14.0
745394,2600.0,BIF,8.0
994201,350.0,MGA,10.0
1172310,225.0,INR,14.0
799613,1200.0,USD,15.0
1132745,50.0,USD,24.0
1250829,550.0,IDR,60.0
1234551,350.0,UGX,6.0
924701,225.0,PHP,8.0
823405,600.0,HNL,13.0
733467,275.0,PHP,8.0
739253,500.0,USD,8.0
929868,2000.0,LBP,21.0
867390,500.0,USD,14.0
1185159,550.0,IDR,14.0
855098,875.0,KES,14.0
877828,700.0,PHP,15.0
1178481,2525.0,MXN,7.0
1221117,3575.0,PEN,8.0
1125423,575.0,USD,20.0
1212001,1025.0,COP,21.0
1145183,225.0,XOF,8.0
655941,1600.0,USD,6.0
839065,625.0,KES,11.0
1199001,325.0,PHP,14.0
952162,200.0,PHP,7.0
1120814,575.0,PYG,15.0
1155136,550.0,IDR,26.0
992097,375.0,PHP,11.0
940849,1550.0,PKR,14.0
687706,1475.0,NIO,21.0
1286661,125.0,KHR,8.0
1092840,325.0,PHP,8.0
1018607,525.0,IDR,14.0
873577,750.0,RWF,29.0
1323726,325.0,INR,15.0
1019249,775.0,WST,14.0
1101366,3475.0,RWF,6.0
933262,1100.0,PHP,6.0
850899,1000.0,KES,11.0
1201158,175.0,PHP,8.0
1168115,275.0,TRY,8.0
1119348,525.0,IDR,48.0
1122150,1025.0,LAK,10.0
1310678,325.0,PHP,7.0
862479,825.0,PHP,8.0
1152521,1625.0,USD,27.0
957195,5675.0,USD,8.0
749397,275.0,NIO,14.0
1337722,525.0,USD,14.0
813716,425.0,COP,26.0
996222,225.0,PHP,8.0
1094859,100.0,NGN,19.0
743716,275.0,PHP,8.0
1026981,1000.0,USD,20.0
1219164,225.0,PHP,7.0
1179742,675.0,USD,14.0
1108214,4525.0,PEN,8.0
965647,175.0,PHP,7.0
1132320,1275.0,KHR,14.0
841678,2825.0,CRC,14.0
766631,975.0,INR,43.0
819869,25.0,RWF,10.0
851868,600.0,COP,17.0
1262766,450.0,PKR,14.0
767886,500.0,USD,14.0
1224714,175.0,PHP,11.0
1257212,575.0,EGP,14.0
666072,1675.0,TJS,20.0
911768,450.0,PHP,8.0
1100040,200.0,KES,8.0
1051884,600.0,KES,9.0
1098310,350.0,PHP,8.0
691337,275.0,INR,43.0
946207,300.0,PKR,14.0
1042398,175.0,PHP,8.0
1211325,1350.0,PEN,6.0
1126036,5975.0,RWF,6.0
1319836,625.0,PEN,8.0
815534,350.0,PHP,14.0
1005821,300.0,PHP,12.0
1005308,1750.0,XOF,6.0
710319,250.0,KES,14.0
1126540,650.0,PHP,13.0
1069805,300.0,PHP,8.0
1180422,275.0,USD,20.0
1320372,0.0,KHR,9.0
1262343,300.0,KES,11.0
827349,300.0,KES,13.0
1249763,100.0,PHP,8.0
834292,425.0,NIO,20.0
997893,400.0,TZS,8.0
1064644,200.0,KES,14.0
713168,4750.0,GTQ,14.0
1201329,975.0,TJS,14.0
759520,1025.0,KES,22.0
1017329,225.0,COP,12.0
716138,425.0,SLL,11.0
900517,500.0,COP,15.0
1241563,1800.0,PYG,14.0
672612,225.0,PHP,12.0
1235702,200.0,KES,6.0
775937,225.0,PHP,11.0
671760,1100.0,EUR,14.0
1264936,125.0,KHR,8.0
1020026,450.0,UGX,14.0
1262979,250.0,RWF,6.0
1175963,800.0,USD,27.0
1074939,175.0,KHR,8.0
1211726,200.0,KHR,8.0
880409,300.0,GTQ,12.0
866826,550.0,KES,49.0
1277719,525.0,PHP,7.0
865203,450.0,TZS,8.0
1177282,250.0,PHP,14.0
875722,825.0,PEN,8.0
762330,775.0,USD,20.0
1321364,125.0,VND,26.0
1096156,1575.0,VND,14.0
837260,1275.0,COP,26.0
987304,400.0,USD,14.0
989774,975.0,USD,20.0
935918,125.0,XOF,8.0
1053321,1000.0,USD,3.0
944456,1025.0,USD,14.0
1130693,625.0,ALL,38.0
1168946,225.0,PHP,13.0
1183876,1200.0,USD,7.0
1313435,425.0,PHP,8.0
1251990,1200.0,USD,12.0
1226532,175.0,PHP,8.0
1315025,500.0,KHR,13.0
930079,200.0,USD,11.0
1120196,275.0,PHP,8.0
930452,625.0,KHR,26.0
812659,350.0,PHP,14.0
684385,275.0,PHP,8.0
1248753,50.0,KES,14.0
1171811,125.0,KHR,8.0
806953,400.0,PKR,14.0
1126474,300.0,USD,12.0
1069426,450.0,PHP,8.0
873610,200.0,UGX,11.0
1263003,175.0,NGN,22.0
1021222,1125.0,KHR,14.0
973490,1000.0,USD,14.0
995705,750.0,PHP,14.0
1054025,150.0,TJS,14.0
976914,125.0,NGN,14.0
793138,5725.0,XOF,6.0
1169480,225.0,PHP,14.0
1011886,100.0,KES,8.0
868838,825.0,WST,14.0
1135513,175.0,PHP,12.0
833002,2000.0,USD,18.0
1265409,825.0,NIO,10.0
1154019,1200.0,PEN,20.0
1206031,325.0,TJS,14.0
1047533,100.0,KES,11.0
736198,1625.0,COP,26.0
752964,975.0,RWF,7.0
668852,400.0,PKR,14.0
707538,2550.0,XOF,7.0
1162055,225.0,PHP,8.0
668582,325.0,PHP,8.0
1180058,425.0,PHP,8.0
789601,625.0,KHR,26.0
1328855,0.0,USD,20.0
722228,650.0,GHS,8.0
1210887,225.0,INR,14.0
919954,350.0,KES,14.0
671035,600.0,KES,14.0
1172795,4700.0,PYG,6.0
1214131,2500.0,USD,39.0
1053626,450.0,PKR,14.0
1115744,500.0,USD,12.0
1284847,400.0,USD,14.0
871294,6000.0,MWK,6.0
1268992,575.0,PKR,11.0
939794,125.0,PHP,8.0
1205067,525.0,USD,14.0
665474,450.0,USD,14.0
1117377,2700.0,VND,14.0
1041777,300.0,UGX,9.0
1001675,500.0,USD,14.0
1146027,225.0,PHP,12.0
688106,725.0,VND,20.0
822875,325.0,LAK,10.0
989946,150.0,PHP,13.0
1263585,300.0,PHP,14.0
1194121,150.0,IDR,25.0
951935,575.0,HNL,21.0
820605,1500.0,USD,27.0
1120195,125.0,PHP,8.0
1043238,1475.0,AMD,26.0
823971,325.0,USD,23.0
1127086,2375.0,XOF,8.0
872730,1000.0,KGS,14.0
1050009,825.0,KES,9.0
1155996,5000.0,USD,24.0
1244191,1050.0,USD,15.0
1324026,100.0,USD,27.0
731022,350.0,PHP,8.0
1322315,325.0,PHP,8.0
1284335,125.0,KHR,8.0
1177083,5400.0,PYG,5.0
816245,225.0,PHP,8.0
729082,350.0,PHP,11.0
680800,1500.0,SLL,12.0
1163654,200.0,KHR,8.0
1200375,6000.0,USD,36.0
1042194,325.0,PHP,11.0
1182129,375.0,PHP,11.0
1267111,200.0,KES,14.0
1172481,400.0,WST,14.0
964680,600.0,USD,15.0
1066228,1500.0,BOB,27.0
1242660,175.0,PHP,8.0
875984,500.0,USD,14.0
658348,350.0,PHP,13.0
1231077,350.0,LAK,10.0
1248025,200.0,KES,8.0
1009207,225.0,INR,43.0
846131,725.0,BOB,20.0
934345,1000.0,USD,15.0
975081,100.0,NGN,14.0
1236825,125.0,PHP,8.0
986877,75.0,XOF,7.0
1007501,500.0,KES,14.0
1284073,350.0,PKR,14.0
1081284,2500.0,USD,30.0
693125,600.0,NIO,14.0
949600,400.0,PKR,14.0
1231998,1100.0,USD,17.0
1159069,250.0,PHP,8.0
833779,550.0,PHP,7.0
873043,675.0,TJS,14.0
776888,200.0,PHP,8.0
743840,500.0,MZN,20.0
1318145,50.0,KHR,25.0
774695,1225.0,TJS,14.0
692678,575.0,PHP,8.0
1021270,450.0,KES,14.0
828435,1725.0,UGX,18.0
834935,750.0,USD,14.0
779522,1375.0,KGS,20.0
989766,500.0,HTG,8.0
960104,1025.0,BOB,15.0
1173128,225.0,PHP,14.0
783354,975.0,XOF,14.0
1088702,125.0,KES,3.0
728275,425.0,PKR,14.0
1305807,2625.0,DOP,106.0
1311699,125.0,PHP,7.0
996240,3400.0,TZS,10.0
668221,250.0,INR,43.0
1109177,225.0,PHP,7.0
1054686,625.0,PHP,8.0
830346,1350.0,PEN,6.0
658746,1050.0,NIO,8.0
1081363,125.0,KES,3.0
725525,275.0,PHP,7.0
1274395,400.0,PHP,7.0
1048303,500.0,KES,14.0
805790,1100.0,USD,26.0
705128,200.0,PHP,60.0
885891,600.0,WST,14.0
1007165,1050.0,GTQ,20.0
1116806,675.0,PKR,13.0
946137,150.0,PHP,8.0
1002569,1000.0,USD,8.0
1176034,875.0,UGX,14.0
1326490,0.0,KES,11.0
798553,1850.0,BIF,8.0
1231610,200.0,KHR,8.0
680637,175.0,INR,43.0
1287401,425.0,PHP,7.0
937845,500.0,USD,14.0
1110897,225.0,PHP,14.0
924249,900.0,PHP,8.0
1324325,0.0,KES,20.0
836062,450.0,PKR,14.0
1284553,100.0,KHR,8.0
1128775,400.0,WST,14.0
1156636,1250.0,XOF,10.0
965345,350.0,PHP,12.0
1071232,175.0,XOF,10.0
1262243,1150.0,MMK,9.0
815093,1250.0,USD,18.0
1301858,225.0,PHP,8.0
1251736,150.0,INR,14.0
980947,500.0,USD,14.0
952478,950.0,KES,14.0
993034,450.0,KES,11.0
964646,225.0,PHP,7.0
908218,375.0,COP,15.0
1127274,125.0,PHP,14.0
659456,1025.0,UGX,12.0
1136007,1000.0,KES,14.0
1268186,2650.0,VND,14.0
939867,275.0,PHP,5.0
1289308,2000.0,USD,26.0
1197127,75.0,KES,15.0
1051176,175.0,PHP,8.0
1148357,325.0,INR,15.0
726049,475.0,PHP,8.0
1316231,25.0,KES,14.0
866457,750.0,USD,6.0
1054187,975.0,TJS,20.0
824121,325.0,PHP,8.0
677023,250.0,KES,8.0
1042734,675.0,COP,26.0
1014810,300.0,USD,14.0
672001,4650.0,INR,43.0
896703,300.0,PHP,11.0
1027255,225.0,PHP,8.0
830919,575.0,NIO,15.0
1084330,125.0,KES,3.0
1127540,300.0,MZN,18.0
1064494,200.0,COP,20.0
1319633,425.0,UGX,9.0
1334114,150.0,USD,14.0
820405,50.0,NGN,14.0
932510,375.0,TZS,6.0
1245367,350.0,PKR,14.0
